fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAlta,casosAislamiento,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-03-28,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,174,92,11,9,14,,24,21,0,5
2020-03-28,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,179,101,15,10,10,,36,22,2,5
2020-03-28,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,1239,642,98,72,96,,194,99,8,23
2020-03-27,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,150,71,11,4,10,,31,16,3,0
2020-03-27,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,143,79,13,5,9,,28,14,4,0
2020-03-27,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,1045,543,90,49,68,,163,101,14,49
2020-03-26,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,119,55,8,4,,,24,-1,3,0
2020-03-26,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,115,65,9,5,,,25,20,1,0
2020-03-26,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,882,442,76,,,,160,84,14,
2020-03-25,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,95,56,5,4,,,95,56,5,4
2020-03-25,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,90,45,8,5,,,90,45,8,5
2020-03-25,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,722,358,62,31,,,722,358,62,31
2020-03-24,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-24,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-24,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-23,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-23,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-23,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-22,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-22,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-22,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-21,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,37,,,,,,3,,,
2020-03-21,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,47,,,,,,7,,,
2020-03-21,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,329,,,,,,51,,,
2020-03-20,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,34,,,,,,10,,,
2020-03-20,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,40,,,,,,13,,,
2020-03-20,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,278,,,,,,54,,,
2020-03-19,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,24,,,,,,5,,,
2020-03-19,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,27,,,,,,3,,,
2020-03-19,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,224,,,,,,44,,,
2020-03-18,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,19,,,,,,2,,,
2020-03-18,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,24,,,,,,0,,,
2020-03-18,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,180,,,,,,17,,,
2020-03-17,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,17,,,,,,3,,,
2020-03-17,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,24,,,,,,9,,,
2020-03-17,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,163,,,,,,18,,,
2020-03-16,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,14,,,,,,14,,,
2020-03-16,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,15,,,,,,15,,,
2020-03-16,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,145,,,,,,145,,,
2020-03-15,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-15,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-15,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-14,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-14,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-14,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-13,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-13,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-13,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-12,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,0,0,0,0,0
2020-03-12,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,7,7,,0,,0,4,4,,0
2020-03-12,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,57,20,,4,,28,15,2,,0
2020-03-11,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,0,0,0,0,0
2020-03-11,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,3,3,,0,,0,0,0,,0
2020-03-11,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,42,18,,4,,20,6,2,,1
2020-03-10,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,0,0,0,0,0
2020-03-10,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,3,3,,0,,0,3,3,,0
2020-03-10,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,36,16,,3,,17,4,1,,0
2020-03-09,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,0,0,0,0,0
2020-03-09,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,,,0,,0,0,,,0
2020-03-09,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,32,15,,3,,14,13,5,,1
2020-03-08,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,0,0,0,0,0
2020-03-08,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,0,,0,0,0,0,0
