fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosRecuperados,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-04-01,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,6392,3147,260,308,182,574,280,25,60
2020-04-01,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,2491,1234,168,169,257,219,58,3,31
2020-04-01,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,1322,590,76,63,109,86,61,11,8
2020-04-01,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,1131,468,95,46,170,62,69,10,4
2020-04-01,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,1380,532,110,62,77,118,49,16,7
2020-04-01,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,1213,543,54,54,43,42,21,4,17
2020-04-01,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,7047,3230,353,774,397,623,5,9,66
2020-04-01,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,6847,2692,345,585,1259,636,91,20,69
2020-04-01,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,19991,13969,1769,1849,5701,1218,995,117,177
2020-04-01,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,51,6,3,1,0,17,3,0,0
2020-04-01,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,5922,2189,365,395,240,414,0,9,56
2020-04-01,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1679,372,58,152,113,51,1,7,19
2020-04-01,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,4432,1338,158,103,259,393,88,9,19
2020-04-01,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,29840,15227,1514,3865,10827,2331,87,0,262
2020-04-01,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,62,32,3,1,0,8,5,0,0
2020-04-01,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,1041,304,59,37,43,67,21,0,3
2020-04-01,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,2497,1120,104,130,236,192,85,5,17
2020-04-01,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,6838,3806,324,369,2165,518,212,17,44
2020-04-01,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1960,619,54,90,569,150,44,3,5
2020-03-31,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,5818,2867,235,248,160,413,196,19,12
2020-03-31,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,2272,1176,165,138,204,194,82,9,32
2020-03-31,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,1236,529,65,55,90,78,50,5,6
2020-03-31,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,1069,399,85,42,111,69,46,5,5
2020-03-31,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,1262,483,94,55,57,58,39,10,15
2020-03-31,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,1171,522,50,37,35,71,41,4,10
2020-03-31,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,6424,3225,344,708,296,566,91,42,86
2020-03-31,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,6211,2601,325,516,1028,410,61,18,74
2020-03-31,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,18773,12974,1652,1672,4966,2616,1205,140,262
2020-03-31,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,34,3,3,1,0,9,1,1,0
2020-03-31,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,5508,2189,356,339,200,398,147,20,29
2020-03-31,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1628,371,51,133,91,68,18,8,27
2020-03-31,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,4039,1250,149,84,187,316,103,15,18
2020-03-31,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,27509,15140,1514,3603,9330,3419,223,54,211
2020-03-31,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,54,27,3,1,0,3,0,0,0
2020-03-31,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,974,283,59,34,20,35,18,1,9
2020-03-31,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,2305,1035,99,113,192,159,80,3,11
2020-03-31,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,6320,3594,307,325,1796,263,167,14,28
2020-03-31,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1810,575,51,85,496,77,58,8,14
2020-03-30,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,5405,2671,216,236,155,723,377,15,29
2020-03-30,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,2078,1094,156,106,174,220,259,32,13
2020-03-30,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,1158,479,60,49,78,70,13,3,8
2020-03-30,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,1000,353,80,37,100,42,8,9,8
2020-03-30,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,1204,444,84,40,32,79,19,6,1
2020-03-30,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,1100,481,46,27,24,77,32,6,1
2020-03-30,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,5858,3134,302,622,252,612,116,3,83
2020-03-30,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,5801,2540,307,442,871,387,132,29,62
2020-03-30,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,16157,11769,1512,1410,4125,1131,1081,121,184
2020-03-30,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,25,2,2,1,0,4,0,0,0
2020-03-30,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,5110,2042,336,310,185,326,168,27,43
2020-03-30,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1560,353,43,106,60,104,40,2,6
2020-03-30,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,3723,1147,134,66,168,584,104,11,6
2020-03-30,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,24090,14917,1460,3392,8301,1413,463,31,310
2020-03-30,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,51,27,3,1,0,3,3,1,0
2020-03-30,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,939,265,58,25,17,67,5,0,5
2020-03-30,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,2146,955,96,102,161,135,59,6,18
2020-03-30,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,6057,3427,293,297,1646,317,321,22,32
2020-03-30,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1733,517,43,71,431,104,20,0,3
2020-03-29,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,4682,2294,201,207,148,405,188,29,32
2020-03-29,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,1858,835,124,93,8,266,-18,0,35
2020-03-29,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,1088,466,57,41,76,84,58,7,8
2020-03-29,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,958,345,71,29,82,96,62,12,3
2020-03-29,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,1125,425,78,39,30,100,48,10,3
2020-03-29,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,1023,449,40,26,25,86,43,3,4
2020-03-29,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,5246,3018,299,539,236,734,41,10,91
2020-03-29,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,5414,2408,278,380,752,623,345,29,59
2020-03-29,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,15026,10688,1391,1226,3455,763,788,67,156
2020-03-29,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,21,2,2,1,0,4,0,0,0
2020-03-29,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,4784,1874,309,267,161,750,180,27,33
2020-03-29,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1456,313,41,100,51,62,1,1,12
2020-03-29,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,3139,1043,123,60,153,367,137,11,13
2020-03-29,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,22677,14454,1429,3082,7491,1157,243,25,325
2020-03-29,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,48,24,2,1,0,3,2,0,0
2020-03-29,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,872,260,58,20,16,70,29,0,3
2020-03-29,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,2011,896,90,84,125,182,69,6,14
2020-03-29,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,5740,3106,271,265,1503,604,494,95,44
2020-03-29,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1629,497,43,68,397,193,39,0,3
2020-03-28,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,4277,2106,172,175,139,484,263,24,31
2020-03-28,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,1592,853,124,58,8,254,160,10,0
2020-03-28,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,1004,408,50,33,65,104,69,3,4
2020-03-28,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,862,283,59,26,80,107,46,13,4
2020-03-28,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,1025,377,68,36,25,147,49,7,9
2020-03-28,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,937,406,37,22,21,127,51,8,1
2020-03-28,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,4512,2977,289,448,197,578,270,16,81
2020-03-28,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,4791,2063,249,321,585,659,272,21,69
2020-03-28,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,14263,9900,1324,1070,3106,1323,1355,137,190
2020-03-28,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,17,2,2,1,0,0,0,0,1
2020-03-28,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,4034,1694,282,234,92,502,272,30,36
2020-03-28,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1394,312,40,88,49,163,35,-1,19
2020-03-28,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,2772,906,112,47,95,450,349,14,4
2020-03-28,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,21520,14211,1404,2757,6326,2277,631,92,345
2020-03-28,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,45,22,2,1,0,3,4,0,0
2020-03-28,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,802,231,58,17,12,88,22,5,2
2020-03-28,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,1829,827,84,70,98,188,95,9,12
2020-03-28,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,5136,2612,176,221,1023,535,342,22,14
2020-03-28,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1436,458,43,65,364,200,70,0,10
2020-03-27,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,3793,1843,148,144,92,387,217,14,10
2020-03-27,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,1338,693,114,58,8,222,131,21,10
2020-03-27,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,900,339,47,29,52,59,39,13,2
2020-03-27,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,755,237,46,22,67,95,32,3,5
2020-03-27,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,878,328,61,27,20,94,49,16,3
2020-03-27,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,810,355,29,21,19,139,55,3,4
2020-03-27,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,3934,2707,273,367,153,551,545,30,51
2020-03-27,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,4132,1791,228,252,423,644,276,26,46
2020-03-27,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,12940,8545,1187,880,2348,1348,1106,166,208
2020-03-27,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,17,2,2,0,0,7,0,0,0
2020-03-27,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,3532,1422,252,198,73,332,144,22,31
2020-03-27,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,1231,277,41,69,33,262,36,7,11
2020-03-27,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,2322,557,98,43,67,407,54,12,11
2020-03-27,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,19243,13580,1312,2412,5044,2077,1140,91,322
2020-03-27,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,42,18,2,1,0,3,2,0,0
2020-03-27,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,714,209,53,15,12,118,37,17,7
2020-03-27,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,1641,732,75,58,70,230,83,21,9
2020-03-27,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,4601,2270,154,207,814,655,363,17,27
2020-03-27,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,1236,388,43,55,62,241,72,7,12
2020-03-26,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,3406,1626,134,134,77,396,193,18,21
2020-03-26,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,1116,562,93,48,4,209,103,18,8
2020-03-26,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,841,300,34,27,40,62,37,5,2
2020-03-26,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,660,205,43,17,39,98,41,3,4
2020-03-26,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,784,279,45,24,18,127,44,2,3
2020-03-26,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,671,300,26,17,14,161,59,8,3
2020-03-26,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,3383,2162,243,316,95,603,0,33,53
2020-03-26,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,3488,1515,202,206,308,548,271,32,41
2020-03-26,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,11592,7439,1021,672,1697,1655,2005,240,156
2020-03-26,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,10,2,2,0,0,1,0,1,0
2020-03-26,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,3200,1278,230,167,57,584,207,32,24
2020-03-26,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,969,241,34,58,24,227,32,6,19
2020-03-26,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,1915,503,86,32,47,262,91,17,5
2020-03-26,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,17166,12440,1221,2090,3882,2569,1287,71,265
2020-03-26,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,39,16,2,1,0,1,2,0,1
2020-03-26,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,596,172,36,8,9,119,45,3,3
2020-03-26,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,1411,649,54,49,35,214,143,3,16
2020-03-26,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,3946,1907,137,180,621,675,330,18,25
2020-03-26,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,995,316,36,43,48,67,62,3,6
2020-03-25,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,3010,1433,116,113,71,539,301,14,26
2020-03-25,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,907,459,75,40,4,149,75,9,3
2020-03-25,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,779,263,29,25,35,117,39,6,3
2020-03-25,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,562,164,40,13,28,84,37,5,3
2020-03-25,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,657,235,43,21,15,100,28,7,5
2020-03-25,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,510,241,18,14,12,85,41,2,5
2020-03-25,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,2780,2162,210,263,71,315,336,28,47
2020-03-25,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,2940,1244,170,165,213,480,187,33,41
2020-03-25,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,9937,5434,781,516,1274,2073,1835,230,234
2020-03-25,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,9,2,1,0,0,3,2,1,0
2020-03-25,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,2616,1071,198,143,44,449,154,37,28
2020-03-25,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,742,209,28,39,8,106,48,8,13
2020-03-25,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,1653,412,69,27,25,238,24,14,7
2020-03-25,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,14597,11153,1150,1825,3031,2245,710,100,290
2020-03-25,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,38,14,2,0,0,10,2,1,0
2020-03-25,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,477,127,33,5,4,92,28,7,2
2020-03-25,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,1197,506,51,33,23,183,101,6,2
2020-03-25,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,3271,1577,119,155,466,543,152,13,22
2020-03-25,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,928,254,33,37,43,126,48,9,7
2020-03-24,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,2471,1132,102,87,66,510,267,25,29
2020-03-24,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,758,384,66,37,3,120,86,14,5
2020-03-24,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,662,224,23,22,30,68,30,1,10
2020-03-24,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,478,127,35,10,19,78,40,8,0
2020-03-24,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,557,207,36,16,8,76,35,4,5
2020-03-24,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,425,200,16,9,12,78,43,2,3
2020-03-24,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,2465,1826,182,216,53,387,252,40,71
2020-03-24,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,2460,1057,137,124,140,405,197,17,22
2020-03-24,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,7864,3599,551,282,728,1939,1918,0,37
2020-03-24,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,6,0,0,0,0,0,0,0,0
2020-03-24,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,2167,917,161,115,37,266,215,23,21
2020-03-24,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,636,161,20,26,8,143,30,7,8
2020-03-24,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,1415,388,55,20,19,207,118,8,2
2020-03-24,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,12352,10443,1050,1535,2291,1777,882,108,272
2020-03-24,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,28,12,1,0,0,0,0,0,0
2020-03-24,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,385,99,26,3,1,40,19,3,1
2020-03-24,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,1014,405,45,31,11,128,66,5,7
2020-03-24,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,2728,1425,106,133,344,307,173,14,13
2020-03-24,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,802,206,24,30,24,55,40,2,8
2020-03-23,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1961,865,77,58,50,236,141,22,11
2020-03-23,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,638,298,52,32,3,106,57,7,8
2020-03-23,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,594,194,22,12,21,49,23,7,4
2020-03-23,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,400,87,27,10,18,69,8,13,6
2020-03-23,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,481,172,32,11,7,67,22,0,2
2020-03-23,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,347,157,14,6,11,65,41,5,1
2020-03-23,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,2078,1574,142,145,51,259,736,66,33
2020-03-23,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,2055,860,120,102,117,311,151,14,28
2020-03-23,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,5925,1681,551,245,644,1221,0,253,54
2020-03-23,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,6,0,0,0,0,1,0,0,0
2020-03-23,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1901,702,138,94,36,297,112,25,25
2020-03-23,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,493,131,13,18,6,109,44,5,4
2020-03-23,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,1208,270,47,18,19,293,43,12,6
2020-03-23,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,10575,9561,942,1263,2063,873,1120,108,242
2020-03-23,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,28,12,1,0,0,3,0,0,0
2020-03-23,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,345,80,23,2,1,49,2,7,1
2020-03-23,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,886,339,40,24,7,92,51,10,10
2020-03-23,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,2421,1252,92,120,283,324,264,11,23
2020-03-23,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,747,166,22,22,18,93,32,5,4
2020-03-22,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1725,724,55,47,38,210,119,2,7
2020-03-22,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,532,241,45,24,3,108,49,12,2
2020-03-22,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,545,171,15,8,20,59,38,3,3
2020-03-22,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,331,79,14,4,17,85,19,0,0
2020-03-22,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,414,150,32,9,7,66,11,3,2
2020-03-22,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,282,116,9,5,11,67,24,0,3
2020-03-22,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1819,838,76,112,48,396,203,11,28
2020-03-22,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1744,709,106,74,89,278,134,21,19
2020-03-22,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,4704,1681,298,191,150,501,0,0,69
2020-03-22,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,5,0,0,0,0,0,0,0,0
2020-03-22,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1604,590,113,69,30,241,114,29,19
2020-03-22,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,384,87,8,14,8,30,22,2,2
2020-03-22,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,915,227,35,12,16,176,59,6,3
2020-03-22,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,9702,8441,834,1021,1899,781,1053,67,217
2020-03-22,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,25,12,1,0,0,0,4,0,0
2020-03-22,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,296,78,16,1,1,56,17,2,0
2020-03-22,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,794,288,30,14,4,130,66,5,5
2020-03-22,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,2097,988,81,97,216,372,334,10,12
2020-03-22,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,654,134,17,18,18,90,6,0,3
2020-03-21,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1515,605,53,40,72,228,605,15,10
2020-03-21,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,424,192,33,22,0,64,192,5,5
2020-03-21,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,486,133,12,5,16,142,133,5,3
2020-03-21,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,246,60,14,4,11,43,60,4,2
2020-03-21,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,348,139,29,7,7,61,139,4,3
2020-03-21,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,215,92,9,2,11,71,92,2,1
2020-03-21,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1423,635,65,84,38,379,635,28,22
2020-03-21,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1466,575,85,55,54,319,575,16,12
2020-03-21,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,4203,1681,298,122,150,933,1681,265,40
2020-03-21,ES,España,ES-CE,18,Ceuta,35.89340699,-5.343424039,5,0,0,0,0,0,0,0,0
2020-03-21,ES,España,ES-VC,10,Comunidad Valenciana,39.40155846,-0.5547267325,1363,476,84,50,25,258,476,13,17
2020-03-21,ES,España,ES-EX,11,Extremadura,39.19149925,-6.15082693,354,65,6,12,8,57,65,2,2
2020-03-21,ES,España,ES-GA,12,Galicia,42.75679663,-7.910563441,739,168,29,9,6,161,168,10,4
2020-03-21,ES,España,ES-MD,13,Madrid,40.49508296,-3.717040066,8921,7388,767,804,1542,1756,7388,89,176
2020-03-21,ES,España,ES-ML,19,Melilla,35.29082799,-2.950535523,25,8,1,0,0,1,8,0,0
2020-03-21,ES,España,ES-MC,14,Murcia,38.00236791,-1.485758575,240,61,14,1,1,36,61,3,1
2020-03-21,ES,España,ES-NC,15,Navarra,42.66720115,-1.646111769,664,222,25,9,1,110,222,6,4
2020-03-21,ES,España,ES-PV,16,País Vasco,43.04336306,-2.616817921,1725,654,71,85,165,260,654,18,14
2020-03-21,ES,España,ES-RI,17,La Rioja,42.27487336,-2.51703984,564,128,17,15,18,67,128,2,8
2020-03-20,ES,España,ES-AN,1,Andalucía,37.46327438,-4.575625136,1287,,38,30,72,279,,13,7
2020-03-20,ES,España,ES-AR,2,Aragón,41.51953555,-0.659846412,360,,28,17,0,79,,14,2
2020-03-20,ES,España,ES-AS,3,Asturias,43.29235786,-5.993509325,344,,7,2,12,52,,1,1
2020-03-20,ES,España,ES-IB,4,Baleares,39.57518899,2.912291721,203,,10,2,10,34,,3,0
2020-03-20,ES,España,ES-CN,5,Canarias,28.33979859,-15.67209842,287,,25,4,6,67,,2,1
2020-03-20,ES,España,ES-CB,6,Cantabria,43.19751954,-4.030012132,144,,7,1,10,61,,3,0
2020-03-20,ES,España,ES-CM,8,Castilla-La Mancha,39.58098963,-3.004627772,1044,,37,62,34,243,,0,20
2020-03-20,ES,España,ES-CL,7,Castilla y León,41.75439621,-4.78188694,1147,,69,43,37,279,,15,14
2020-03-20,ES,España,ES-CT,9,Cataluña,41.79855378,1.529053485,3270,,33,82,150,568,,0,27
