fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAltas,casosAislamiento,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-03-10,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-10,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-10,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-10,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-09,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-08,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-07,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-06,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-05,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-04,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-03,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-02,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-03-01,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-02-29,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-02-28,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-02-27,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,,,,,,,,,,
2020-02-26,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,,,,,,,,,,
