fecha,codigo_iso_pais,nombre_pais,codigo_iso_ccaa,codigo_ine_ccaa,nombre_ccaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAlta,casosCurados,casosConfirmadosDiario,casosUciDiario,casosFallecidosDiario
2020-03-11,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,3,0,0,0,0,,0,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,6,1,0,0,0,,4,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,2,1,0,0,0,,1,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,1,0,0,0,0,,0,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,9,4,0,0,0,,0,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,69,27,1,0,1,,8,0,0
2020-03-11,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,7,5,0,0,0,,0,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,3,0,0,0,0,,1,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,2,0,0,0,0,,0,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,1,0,0,0,0,,1,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,1,0,0,0,0,,0,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,9,4,0,0,0,,3,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,61,24,1,0,1,,17,0,0
2020-03-10,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,7,5,0,0,0,,1,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,2,0,0,0,0,,1,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,2,0,0,0,0,,0,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,1,0,0,0,0,,1,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,6,2,0,0,0,,1,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,44,17,1,0,1,,15,0,0
2020-03-09,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,6,5,0,0,0,,0,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,2,0,0,0,0,,1,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,5,2,0,0,0,,1,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,29,12,1,0,1,,5,0,0
2020-03-08,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,6,5,0,0,0,,0,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,1,0,0,0,0,,1,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,4,1,0,0,0,,2,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,24,8,1,0,1,,4,0,0
2020-03-07,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,6,5,0,0,0,,1,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,2,1,0,0,0,,2,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,20,6,1,0,1,,9,0,0
2020-03-06,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,5,5,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-03-05,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,11,1,1,0,0,,2,1,0
2020-03-05,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,5,1,0,0,0,,2,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,9,0,0,0,0,,0,0,0
2020-03-04,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,3,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,9,0,0,0,0,,1,0,0
2020-03-03,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,3,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,8,0,0,0,0,,2,0,0
2020-03-02,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,3,0,0,0,0,,2,0,0
2020-03-01,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,8,0,0,0,0,,,,
2020-03-01,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,3,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,8,0,0,0,0,,,,
2020-02-29,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,1,0,0,0,0,,,,
2020-02-28,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,1,0,0,0,0,,1,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,6,0,0,0,0,,6,0,0
2020-02-28,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,1,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,0,0,0,0,0,,0,0,0
2020-02-27,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,1,0,0,0,0,,0,0,0
2020-02-26,ES,España,ES-AN,1,Andalucía,36.83814,-2.45974,ES-AL,Almería,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,36.52978,-6.29465,ES-CA,Cádiz,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,37.89155,-4.77275,ES-CO,Córdoba,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,37.18817,-3.60667,ES-GR,Granada,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,37.26638,-6.94004,ES-H,Huelva,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,37.76922,-3.79028,ES-J,Jaén,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,36.72016,-4.42034,ES-MA,Málaga,0,0,0,0,0,,,,
2020-02-26,ES,España,ES-AN,1,Andalucía,37.38283,-5.97317,ES-SE,Sevilla,1,0,0,0,0,,,,
